caseId,ACBarrett,AFortas,AMKennedy,AScalia,BMKavanaugh,BRWhite,CEWhittaker,CThomas,DHSouter,EKagan,EWarren,FFrankfurter,FMVinson,FMurphy,HABlackmun,HHBurton,HLBlack,JGRoberts,JHarlan2,JPStevens,KBJackson,LFPowell,NMGorsuch,PStewart,RBGinsburg,RHJackson,SAAlito,SDOConnor,SFReed,SGBreyer,SMinton,SSotomayor,TCClark,TMarshall,WBRutledge,WEBurger,WHRehnquist,WJBrennan,WODouglas
2020-005,0.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2020-006,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-007,0.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2020-008,0.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2020-009,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-011,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-012,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-013,0.0,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-014,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-017,1.0,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-018,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-019,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-020,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-021,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-029,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-031,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-032,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,0.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2020-033,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-039,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,0.0,,,1.0,,0.0,,,,,,,
2020-044,1.0,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-046,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-051,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-053,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,0.0,,,,,,,
2020-054,1.0,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-056,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2020-057,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2020-062,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2020-064,0.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,0.0,,,,,,,
2020-065,1.0,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,1.0,,1.0,,,,,,,
2020-068,0.0,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-003,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-004,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-005,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,1.0,,0.0,,,,,,,
2021-006,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,0.0,,,,,,,
2021-007,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-008,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-009,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-010,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-012,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,1.0,,,,,,,
2021-013,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-015,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-016,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,0.0,,,,,,,
2021-017,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-018,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,1.0,,,,,,,
2021-019,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-020,0.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-021,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-022,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-023,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-024,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-026,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-027,1.0,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-029,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-030,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-033,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,0.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-034,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,0.0,,,,,,,
2021-035,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-036,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-040,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-041,0.0,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-042,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,1.0,,0.0,,,,,,,
2021-043,1.0,,,,0.0,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-045,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-047,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,0.0,,,,,,,
2021-048,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-049,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-050,0.0,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,0.0,,,,,,,
2021-053,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-055,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-056,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,0.0,,,,,,,
2021-057,0.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-061,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-062,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-063,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2021-066,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-067,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,0.0,,0.0,,,,,,,
2021-068,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,1.0,,,1.0,,1.0,,,,,,,
2021-069,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,,,0.0,,,1.0,,1.0,,,,,,,
2022-004,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2022-005,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2022-006,1.0,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,0.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2022-007,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,0.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2022-008,1.0,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2022-009,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-011,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2022-012,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-013,0.0,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-016,0.0,,,,0.0,,,1.0,,0.0,,,,,,,,0.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2022-017,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2022-018,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2022-019,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-021,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2022-023,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,0.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2022-026,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2022-028,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2022-030,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2022-038,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-041,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-042,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,0.0,,,,1.0,,,,,0.0,,,,,,,
2022-043,1.0,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-049,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2022-052,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,1.0,,0.0,,,,1.0,,,,,0.0,,,,,,,
2022-055,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2022-056,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,1.0,,,,,1.0,,,,,,,
2022-058,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2022-062,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2023-001,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,0.0,,0.0,,,,1.0,,,,,0.0,,,,,,,
2023-006,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-007,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-012,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2023-013,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2023-015,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-016,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,0.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2023-017,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,0.0,,,,1.0,,,,,0.0,,,,,,,
2023-019,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,1.0,,,,,1.0,,,,,,,
2023-020,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-021,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,0.0,,,,1.0,,,,,1.0,,,,,,,
2023-022,1.0,,,,0.0,,,1.0,,0.0,,,,,,,,0.0,,,1.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-026,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,1.0,,,,,1.0,,,,,,,
2023-032,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-034,0.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-035,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2023-039,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-041,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2023-043,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,1.0,,0.0,,,,1.0,,,,,0.0,,,,,,,
2023-044,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2023-045,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2023-046,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2023-047,0.0,,,,0.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2023-050,1.0,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,0.0,,1.0,,,,0.0,,,,,1.0,,,,,,,
2023-052,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-053,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2023-054,0.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-055,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-056,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-058,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
2023-059,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,1.0,,,,,,,
2023-060,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,1.0,,,,,,,
2023-061,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,1.0,,,,,0.0,,,,,,,
